Cleaned,Source,Price,Form,Company,ActiveIngredient
peppertree pollen mix,fda_ndc,,,,"schinus molle, schinus terebinthifolia"
pepriclo mouth,vezeeta,33.5 EGP,self medicine,,
pepsodent complete care original,fda_ndc,,,,sodium fluoride
pepsodent herbal breeze mouthwash,vezeeta,55.0 EGP,face and body,,
pept ache,fda_ndc,,,,bismuth subsalicylate
pept homo,fda_ndc,,,,peptostreptococcus anaerobius dna
peptamen junior milk,vezeeta,470.0 EGP,mother and baby,,
peptamen milk,vezeeta,395.0 EGP,mother and baby,,
peptazol,vezeeta,45.0 EGP,prescription medicine,,
peptec,vezeeta,12.0 EGP,self medicine,,
peptic care,vezeeta,5.0 EGP,prescription medicine,,
peptic care enteric coated,vezeeta,85.0 EGP,prescription medicine,,
pepticate milk,vezeeta,215.0 EGP,mother and baby,,
peptide derma eye lebelage,vezeeta,299.0 EGP,women care,,
peptide lip shine spf30 sunscreen,fda_ndc,,,,zinc oxide
pepto bismol,fda_ndc,,,,bismuth subsalicylate
pepto bismol cherry,fda_ndc,,,,bismuth subsalicylate
pepto bismol chewable 5 symptoms relief,fda_ndc,,,,bismuth subsalicylate
pepto bismol chewable cvp health,fda_ndc,,,,bismuth subsalicylate
pepto bismol chewable travel basix,fda_ndc,,,,bismuth subsalicylate
pepto bismol chewables,fda_ndc,,,,bismuth subsalicylate
pepto bismol chews,fda_ndc,,,,bismuth subsalicylate
pepto bismol diarrhea,fda_ndc,,,,bismuth subsalicylate
pepto bismol diarrhea liquicaps,fda_ndc,,,,bismuth subsalicylate
pepto bismol fast melts fresh berry flavored,fda_ndc,,,,bismuth subsalicylate
pepto bismol fast melts winter frost flavored,fda_ndc,,,,bismuth subsalicylate
pepto bismol liquicaps,fda_ndc,,,,bismuth subsalicylate
pepto bismol ultra,fda_ndc,,,,bismuth subsalicylate
pepto bismol ultra cherry,fda_ndc,,,,bismuth subsalicylate
pepto diarrhea,fda_ndc,,,,bismuth subsalicylate
pepto gas plus bloating,fda_ndc,,,,simethicone
pepto kids,fda_ndc,,,,calcium carbonate
pepto nausea motion sickness,fda_ndc,,,,meclizine hcl
pepto relief,fda_ndc,,,,bismuth subsalicylate
peptofam,vezeeta,15.0 EGP,self medicine,,
peptolanz,vezeeta,32.0 EGP,self medicine,,
peptoloc,vezeeta,21.0 EGP,prescription medicine,,
pepzol,vezeeta,29.0 EGP,prescription medicine,,
pequeenalo hair serum,vezeeta,199.0 EGP,hair care,,
per anti hair loss,vezeeta,279.0 EGP,hair care,,
per hair,vezeeta,349.0 EGP,hair care,,
per hair serum,vezeeta,419.0 EGP,hair care,,
per hydra aloe vera,vezeeta,239.0 EGP,face and body,,
per roll whitening lavender,vezeeta,239.0 EGP,women care,,
per sunscreen spf comfort,vezeeta,449.0 EGP,mother and baby,,
per vit skin serum,vezeeta,399.0 EGP,face and body,,
per whitening facial wash,vezeeta,299.0 EGP,face and body,,
peracef,vezeeta,23.25 EGP,prescription medicine,,
peractam,vezeeta,48.0 EGP,prescription medicine,,
peral cotton buds,vezeeta,18.0 EGP,medical equipment,,
peral pink foam wash anti wrinkle,vezeeta,275.0 EGP,women care,,
peral pink whitening cleanser for sensitive area,vezeeta,180.0 EGP,women care,,
perampanel,fda_ndc,,,,perampanel
perasafe,vezeeta,49.9 EGP,face and body,,
perbelle cc spf43 uva uvb broad spectrum,fda_ndc,,,,titanium dioxide
percara kids bubble gum,fda_ndc,,,,sodium fluoride
percara oral health rinse fresh mint,fda_ndc,,,,cetylpyridinium chloride
perci check glucose monitor device,vezeeta,200.0 EGP,medical equipment,,
percocet,fda_ndc,,,,oxycodone/apap
percogesic,fda_ndc,,,,magnesium salicylate
percogesic extra strength,fda_ndc,,,,acetaminophen and diphenhydramine
percogesic original strength,fda_ndc,,,,acetaminophen and diphenhydramine hcl
percy medicine,fda_ndc,,,,bismuth subsalicylate
perderm,vezeeta,12.0 EGP,prescription medicine,,
perdiem,fda_ndc,,,,"sennosides, stimulant laxative"
perdofenex,vezeeta,588.0 EGP,prescription medicine,,
perenite baby,vezeeta,20.0 EGP,face and body,,
perfalgan for,vezeeta,39.75 EGP,self medicine,,
perfect 10 soothing recovery,fda_ndc,,,,petrolatum
perfect ankle support,vezeeta,20.0 EGP,medical equipment,,
perfect arm pouch,vezeeta,30.0 EGP,medical equipment,,
perfect arm pouch all size,vezeeta,30.0 EGP,medical equipment,,
perfect arm pouch large,vezeeta,30.0 EGP,medical equipment,,
perfect arm pouch with fixation all size,vezeeta,35.0 EGP,medical equipment,,
perfect arm sling medium,vezeeta,30.0 EGP,medical equipment,,
perfect care,vezeeta,60.0 EGP,men care,,
perfect care package,vezeeta,60.0 EGP,men care,,
perfect coco water serum anti frizz,vezeeta,264.99 EGP,hair care,,
perfect collar all size,vezeeta,150.0 EGP,medical equipment,,
perfect collar large,vezeeta,45.0 EGP,elderly care,,
perfect collar shin all size,vezeeta,90.0 EGP,medical equipment,,
perfect compression elastic stocking under knee,vezeeta,100.0 EGP,medical equipment,,
perfect cosmetics bone marrow extract hair mask,vezeeta,95.0 EGP,hair care,,
perfect cosmetics brazilian keratin hair mask,vezeeta,92.0 EGP,hair care,,
perfect cosmetics hair shampoo and conditioner pomegranate oil,vezeeta,55.0 EGP,men care,,
perfect cosmetics hair shampoo and conditioner with olive oil,vezeeta,55.0 EGP,men care,,
perfect cosmetics hot oil hair with garlic extract,vezeeta,60.0 EGP,hair care,,
perfect cosmetics hot oil hair with natural marrow extract,vezeeta,55.0 EGP,hair care,,
perfect cosmetics hydrating argan oil,vezeeta,65.0 EGP,hair care,,
perfect cosmetics reconstructor hair serum,vezeeta,265.0 EGP,hair care,,
perfect elastic bandage,vezeeta,10.0 EGP,medical equipment,,
perfect elastic stocking above tigh high large,vezeeta,95.0 EGP,medical equipment,,
perfect elastic stocking under knee large,vezeeta,65.0 EGP,medical equipment,,
perfect eyebrow pencil waterproof black,vezeeta,65.0 EGP,women care,,
perfect fantasia pre glued nails,vezeeta,175.0 EGP,women care,,
perfect flat foot arch support,vezeeta,30.0 EGP,medical equipment,,
perfect forever,vezeeta,65.0 EGP,women care,,
perfect glow bb cream sunscreen spf 30 deep,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 fair,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 light,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 light medium,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 light warm,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 medium,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 medium golden,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 medium tan,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 medium warm,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 tan,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow bb cream sunscreen spf 30 tan deep,fda_ndc,,,,"octinoxate, titanium dioxide, zinc oxide"
perfect glow foundation light,vezeeta,690.0 EGP,women care,,
perfect glow gentle facial cleanser,vezeeta,230.0 EGP,face and body,,
perfect glow moisturizing,vezeeta,160.0 EGP,face and body,,
perfect golden morocco argan oil serum,vezeeta,265.0 EGP,face and body,,
perfect hair oil,vezeeta,30.0 EGP,women care,,
perfect hand,vezeeta,15.0 EGP,infection control,,
perfect hydogen peroxid,vezeeta,8.5 EGP,self medicine,,
perfect knee support medium,vezeeta,30.0 EGP,medical equipment,,
perfect leave conditioner brazilian keratin,vezeeta,210.0 EGP,women care,,
perfect legs skin protector spf 30,fda_ndc,,,,"avobenzone, octinoxate, octocrylene"
perfect lumbo sacral belt all size,vezeeta,80.0 EGP,medical equipment,,
perfect lumbo sacral belt cotton all size,vezeeta,100.0 EGP,medical equipment,,
perfect lumbo sacral belt cotton large,vezeeta,120.0 EGP,medical equipment,,
perfect lumbo sacral belt cotton medium,vezeeta,120.0 EGP,medical equipment,,
perfect lumbo sacral belt large,vezeeta,100.0 EGP,medical equipment,,
perfect lumbo sacral belt medium,vezeeta,100.0 EGP,medical equipment,,
perfect lumbo sacral belt small,vezeeta,100.0 EGP,medical equipment,,
perfect medical elastic stocking above thigh,vezeeta,125.0 EGP,medical equipment,,
perfect medical elastic stocking under knee all size,vezeeta,100.0 EGP,medical equipment,,
perfect medium ankle support,vezeeta,25.0 EGP,elderly care,,
perfect mineral sunscreen,fda_ndc,,,,"titanium dioxide, zinc oxide"
perfect move,vezeeta,388.0 EGP,prescription medicine,,
perfect navel belt child size,vezeeta,220.0 EGP,medical equipment,,
perfect neura,vezeeta,420.0 EGP,vitamins and nutrition,,
perfect oxygen,vezeeta,12.0 EGP,medical equipment,,
perfect oxygen water vol,vezeeta,10.0 EGP,hair care,,
perfect rip belt all size,vezeeta,65.0 EGP,medical equipment,,
perfect rip belt cotton all size,vezeeta,65.0 EGP,medical equipment,,
perfect shaper slimming slimming products,vezeeta,199.0 EGP,medical equipment,,
perfect sleep,fda_ndc,,,,"adenosinum triphosphoricum dinatrum, pantothenic acid, pineal gland (suis), sarcolacticum acidum, ubidecarenonum, l-tryptophan, melatonin, pyrrole, arsenicum album, avena sativa, chamomilla, coffea cruda, mercurius corrosivus, passiflora incarnata, silicea, zincum valerianicum, dysentery bacillus, gaertner bacillus (bach)"
perfect sunscreen spf 50 sheer mineral,fda_ndc,,,,zinc oxide
perfect sunscreen tinted mineral spf50,fda_ndc,,,,zinc oxide
perfect suspensory medium,vezeeta,20.0 EGP,medical equipment,,
perfect umbilical hernia truss cotton medium,vezeeta,20.0 EGP,medical equipment,,
perfect wave deodorant,vezeeta,65.0 EGP,men care,,
perfect wrist support left,vezeeta,32.0 EGP,medical equipment,,
perfect wrist support xxlarge,vezeeta,15.0 EGP,medical equipment,,
perfectheal antifungal,fda_ndc,,,,clotrimazole
perfectif even skin tone cream broad spectrum spf 30 sunscreen,fda_ndc,,,,"avobenzone, homosalate, octisalate, octocrylene, oxybenzone"
perfectil biotherapy body oil,vezeeta,1500.0 EGP,face and body,,
perfectil hair extra support,vezeeta,679.0 EGP,vitamins and nutrition,,
perfectil max,vezeeta,1800.0 EGP,vitamins and nutrition,,
perfectil nails,vezeeta,900.0 EGP,women care,,
perfectil original,vezeeta,300.0 EGP,vitamins and nutrition,,
perfectil plus hair,vezeeta,700.0 EGP,vitamins and nutrition,,
perfectil plus skin,vezeeta,450.0 EGP,vitamins and nutrition,,
perfecting bb beauty balm natural tint spf 30,fda_ndc,,,,zinc oxide
perfecting blendrops broad spectrum spf 40,fda_ndc,,,,"homosalate, octisalate, zinc oxide"
perfecting blendrops broad spectrum spf 46,fda_ndc,,,,"homosalate, octisalate, zinc oxide"
perfectint powder spf 40 all shades,fda_ndc,,,,zinc oxide
perfection carbamide,vezeeta,17.0 EGP,face and body,,
perfection eye contour,vezeeta,150.0 EGP,women care,,
perfection massage,vezeeta,59.0 EGP,prescription medicine,,
perfection panthenol,vezeeta,39.0 EGP,face and body,,
perfection scar,vezeeta,220.25 EGP,prescription medicine,,
perfection style,vezeeta,15.0 EGP,women care,,
perfection whitening,vezeeta,66.0 EGP,women care,,
perfectionist pro multi defense uv fluid broad sprectrum spf 45,fda_ndc,,,,titanium dioxide and zinc oxide
perfectodil,vezeeta,47.45 EGP,prescription medicine,,
perfext arch flat foot insoles,vezeeta,270.0 EGP,medical equipment,,
perform,vezeeta,9.9 EGP,self medicine,,
perform cool and soothing pain relieving,fda_ndc,,,,menthol
perform cool and soothing pain relieving roll on,fda_ndc,,,,menthol
perform leo extensive pain relief,fda_ndc,,,,"lidocaine, menthol"
performance face sunscreen broad spectrum spf 30,fda_ndc,,,,"zinc oxide, octocrylene, octisalate"
perforomist,fda_ndc,,,,formoterol fumarate dihydrate
perfotada,vezeeta,220.0 EGP,prescription medicine,,
perfum desert prince deodorant for men,vezeeta,42.0 EGP,men care,,
perfumed splash for kids ben,vezeeta,70.0 EGP,mother and baby,,
perfumed splash for kids inazuma eleven,vezeeta,30.0 EGP,mother and baby,,
perfumers choice victor eau toilette for men,vezeeta,300.0 EGP,men care,,
perfumes,vezeeta,1.0 EGP,men care,,
perfumox 6028,fda_ndc,,,,perfumox
peri lactate glucose,vezeeta,9.25 EGP,prescription medicine,,
periactive,fda_ndc,,,,"sambucus nigra flower, echinacea purpurea, and centella asiatica"
perianal care,fda_ndc,,,,lmnoop perianal care ointment
pericardium triple warmer meridian opener,fda_ndc,,,,"arsenicum album, aurum metallicum, baryta carbonica, calcarea carbonica, glonoinum, iodium, kali iodatum, lachesis mutus, lithium carbonicum, mercurius solubilis, naja tripudians, phosphoricum acidum, phosphorus, sepia, spongia tosta, tabacum, thyroidinum (suis)"
peridex,fda_ndc,,,,chlorhexidine gluconate
peridol,vezeeta,45.0 EGP,prescription medicine,,
perikabiven,fda_ndc,,,,"dextrose, soybean oil, electrolytes, lysine, phenylalanine, leucine, valine, threonine, methionine, isoleucine, tryptophan, alanine, arginine, glycine, proline, histidine, glutamic acid, serine, aspartic acid and tyrosine"
perimetro lightening,vezeeta,64.75 EGP,women care,,
perimetro lightening body,vezeeta,366.0 EGP,face and body,,
perimetro lightening contorno eye,vezeeta,275.0 EGP,women care,,
perimetro lightening soap,vezeeta,250.0 EGP,women care,,
perindocomb,vezeeta,10.5 EGP,prescription medicine,,
perindopril erbumine,fda_ndc,,,,perindopril erbumine
perineal cooling liners,fda_ndc,,,,witch hazel
perineal cooling pad liners,fda_ndc,,,,frida mom perineal cooling pad liners
perio armor,fda_ndc,,,,1.7% hydrogen peroxide
period pills by biikay,fda_ndc,,,,"acetaminophen, ibuprofen"
periodontal pathogen nosode 4007,fda_ndc,,,,periodontal pathogen nosode
perioe kakao kids strawberry,fda_ndc,,,,sodium fluoride
perioe microbiome sensitive clean mint,fda_ndc,,,,stannous fluoride
perioe microbiome total care strong mint,fda_ndc,,,,sodium fluoride
perioe microbiome whitening cool mint,fda_ndc,,,,sodium fluoride
perioe pop advanced whitening prebiotic cool mint,fda_ndc,,,,sodium fluoride
perioe pop complete protection prebiotic mint blast,fda_ndc,,,,sodium fluoride
perioe pop sensitivity care prebiotic clean mint,fda_ndc,,,,stannous fluoride
perioe whitening essentials 10x charcoal black clean mint,fda_ndc,,,,sodium fluoride
perioe whitening essentials fresh aloe green mint,fda_ndc,,,,sodium fluoride
periogard alcohol free,fda_ndc,,,,chlorhexidine gluconate
periolimel,vezeeta,400.0 EGP,prescription medicine,,
periomed,fda_ndc,,,,stannous fluoride
periorestore,fda_ndc,,,,hydrogen peroxide
periosciences hydrating ao pro,fda_ndc,,,,sodium monofluorophosphate
periosciences sensitive ao pro,fda_ndc,,,,"potassium nitrate, sodium monofluorophosphate"
periosciences white care ao pro,fda_ndc,,,,sodium fluoride
peripheba,vezeeta,118.5 EGP,vitamins and nutrition,,
periplaneta americana,fda_ndc,,,,american cockroach
peritoneal dialysis acetate glucose,vezeeta,9.0 EGP,prescription medicine,,
peritoneal dialysis lactate glucose,vezeeta,7.0 EGP,prescription medicine,,
peritoneal dialysis with glucose,vezeeta,7.5 EGP,prescription medicine,,
perjeta,fda_ndc,,,,pertuzumab
perjeta for,vezeeta,27000.0 EGP,prescription medicine,,
perk hand sanitizer moisturizing gel,fda_ndc,,,,alcohol
perk hand sanitizer with moisturizers,fda_ndc,,,,alcohol
perla baby wet wipes,vezeeta,35.0 EGP,mother and baby,,
perloc,vezeeta,75.0 EGP,self medicine,,
perlome film coated,vezeeta,290.0 EGP,vitamins and nutrition,,
permax,vezeeta,3.5 EGP,prescription medicine,,
permethrin,fda_ndc,,,,permethrin
pero,vezeeta,90.0 EGP,vitamins and nutrition,,
peros liquid hand soap pineapple,vezeeta,23.0 EGP,men care,,
perox a mint solution,fda_ndc,,,,hydrogen peroxide
peroxicare,fda_ndc,,,,sodium fluoride
peroxide combination 9316,fda_ndc,,,,peroxide combination
peroxy shield mouth sore,fda_ndc,,,,1.5% hydrogen peroxide
peroxyl mouth sore mild mint,fda_ndc,,,,hydrogen peroxide
perpdel massage,vezeeta,79.0 EGP,prescription medicine,,
perphenazine,fda_ndc,,,,perphenazine
perphenazine and amitriptyline hydrochloride,fda_ndc,,,,perphenazine and amitriptyline hydrochloride
perricone high potency face finishing and firming moisturizer,fda_ndc,,,,"titanium dioxide, zinc oxide"
perricone md acne relief calming and soothing clay mask,fda_ndc,,,,salicylic acid
perricone md acne relief calming treatment and hydrator salicylic acid acne treatment,fda_ndc,,,,salicylic acid
perricone md acne relief gentle and soothing cleanser,fda_ndc,,,,salicylic acid
perricone md acne relief gentle exfoliating toner salicylic acid acne treatment,fda_ndc,,,,salicylic acid
perricone md acne relief maximum strength clearing treatment,fda_ndc,,,,salicylic acid
perricone md acne relief maximum strength spot gel,fda_ndc,,,,salicylic acid
perricone md acne relief retinol treatment and moisturizer,fda_ndc,,,,salicylic acid
perricone md cold plasma plus daily defense moisturizer broad spectrum spf 35,fda_ndc,,,,"zinc oxide, titanium dioxide"
perricone md cold plasma plus neck and chest broad spectrum spf 25,fda_ndc,,,,titanium dioxide
perricone md high potency classics face finishing and firming tinted moisturizer broad spectrum spf 30,fda_ndc,,,,titanium dioxide
perricone md hypoallergenic cbd sensitive skin therapy ultra lightweight calming spf 35 veil,fda_ndc,,,,zinc oxide
perricone md hypoallergenic clean correction ultra lightweight calming spf 35 veil,fda_ndc,,,,zinc oxide
perricone md neuropeptide rejuvenating moisturizer spf 25 broad spectrum spf 25,fda_ndc,,,,zinc oxide
perricone md neuropeptide restorative neck and chest therapy broad spectrum spf 25,fda_ndc,,,,titanium dioxide
perricone md vitamin c ester photo brightening moisturizer broad spectrum spf 30,fda_ndc,,,,titanium dioxide
perrigo allergy d,fda_ndc,,,,"loratadine, pseudoephedrine sulfate"
perseris,fda_ndc,,,,risperidone
persistent body acne wash 8 5oz,fda_ndc,,,,salicylic acid
personal care creamy cocoa butter petroleum,fda_ndc,,,,petrolatum
personal care creamy petroleum,fda_ndc,,,,petrolatum
personal care ice cold,fda_ndc,,,,menthol
personal cleansing with dimethicone,fda_ndc,,,,dimethicone
personal color permanent hair dye dark blond,vezeeta,92.0 EGP,hair care,,
personal color permanent hair dye dark blonde,vezeeta,140.0 EGP,hair care,,
personal color permanent hair dye hazelnut,vezeeta,140.0 EGP,hair care,,
personal day doing the work daily exfoliating treatment,fda_ndc,,,,salicylic acid
personal lubricant moisturizing packages,vezeeta,150.0 EGP,men care,,
personality disorders formula 2112,fda_ndc,,,,personality disorders formula
personalized day moisturizer with spf,fda_ndc,,,,zinc oxide
personalized day moisturizer with spf 50,fda_ndc,,,,zinc oxide
personalized moisturizer spf 30,fda_ndc,,,,zinc oxide 10.00%
personox ultimate scrub cleanser,fda_ndc,,,,salicylic acid
perspirex hand and foot,vezeeta,412.8 EGP,self medicine,,
perspirex original antiperspirant roll,vezeeta,250.0 EGP,self medicine,,
perspirex unisex antiperspirant stick,vezeeta,448.0 EGP,women care,,
pert 2 in 1 advanced plus,fda_ndc,,,,salicylic acid
pert 2 in 1 extra strength,fda_ndc,,,,salicylic acid
pert mask with wheat black,vezeeta,20.0 EGP,infection control,,
